Invoice__BillDetails__Name,Invoice__BillDetails__Quantity,Invoice__BillDetails__Rate,Bussiness__Name,Bussiness__StreetAddress,Bussiness__City,Bussiness__Country,Bussiness__Zipcode,Invoice__Number,Invoice__IssueDate,Bussiness__Description,Customer__Name,Customer__Email,Customer__PhoneNumber,Customer__Address__line1,Customer__Address__line2,Invoice__Description,Invoice__Due_Date,Invoice__Tax
Rustic Steel Chips ,76,58,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,NL21QPRB2424672182,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,culpa nulla adipisicing reprehenderit proident mollit  ,20-06-2023,10
Intelligent Soft Tuna ,31,21,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,NL21QPRB2424672182,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,culpa nulla adipisicing reprehenderit proident mollit  ,20-06-2023,10
Practical Rubber Chips ,126,48,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,NL21QPRB2424672182,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Terri Ernser ,Terri.Ernser@yahoo.com ,415-897-1517 ,231 Jayne Fields ,Mwanza ,culpa nulla adipisicing reprehenderit proident mollit  ,20-06-2023,10
Fantastic Rubber Gloves ,58,65,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HU09591267295510040401720839,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,cillum pariatur ut quis quis amet est laborum esse ut laboris  ,29-06-2023,10
Refined Plastic Mouse ,56,79,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HU09591267295510040401720839,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,cillum pariatur ut quis quis amet est laborum esse ut laboris  ,29-06-2023,10
Unbranded Rubber Hat ,42,42,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HU09591267295510040401720839,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,cillum pariatur ut quis quis amet est laborum esse ut laboris  ,29-06-2023,10
Fantastic Cotton Gloves ,22,19,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HU09591267295510040401720839,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,cillum pariatur ut quis quis amet est laborum esse ut laboris  ,29-06-2023,10
Unbranded Cotton Chips ,80,76,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HU09591267295510040401720839,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,cillum pariatur ut quis quis amet est laborum esse ut laboris  ,29-06-2023,10
Incredible Plastic Towels ,125,76,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,HU09591267295510040401720839,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,cillum pariatur ut quis quis amet est laborum esse ut laboris  ,29-06-2023,10
Fantastic Granite Tuna ,36,69,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,VA79BS9703382218861658,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,nostrud ea eiusmod  aliqua  nulla aliqua commodo  ,06-07-2023,10
Ergonomic Concrete Chair ,104,52,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,VA79BS9703382218861658,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,nostrud ea eiusmod  aliqua  nulla aliqua commodo  ,06-07-2023,10
Generic Plastic Bacon ,13,98,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,VA79BS9703382218861658,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,nostrud ea eiusmod  aliqua  nulla aliqua commodo  ,06-07-2023,10
Licensed Granite Chicken ,88,38,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,VA79BS9703382218861658,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,nostrud ea eiusmod  aliqua  nulla aliqua commodo  ,06-07-2023,10
Licensed Rubber Shoes ,89,75,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,VA79BS9703382218861658,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,nostrud ea eiusmod  aliqua  nulla aliqua commodo  ,06-07-2023,10
Practical Fresh Salad ,62,28,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,VA79BS9703382218861658,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,nostrud ea eiusmod  aliqua  nulla aliqua commodo  ,06-07-2023,10
Fantastic Frozen Chair ,119,33,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,VA79BS9703382218861658,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,nostrud ea eiusmod  aliqua  nulla aliqua commodo  ,06-07-2023,10
Awesome Plastic Bacon ,93,52,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,VA79BS9703382218861658,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,nostrud ea eiusmod  aliqua  nulla aliqua commodo  ,06-07-2023,10
Incredible Metal Fish ,55,49,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,VA79BS9703382218861658,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Don Zulauf ,Don_Zulauf40@hotmail.com ,110-825-4839 ,121 Jacobs River ,Port-Vila ,nostrud ea eiusmod  aliqua  nulla aliqua commodo  ,06-07-2023,10
Licensed Rubber Fish ,74,76,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL78471652155541337034579773,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,nostrud ea et exercitation  eiusmod veniam velit veniam  tempor velit culpa nostrud  consectetur sint excepteur sunt esse do  ,26-06-2023,10
Practical Steel Shoes ,63,40,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL78471652155541337034579773,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,nostrud ea et exercitation  eiusmod veniam velit veniam  tempor velit culpa nostrud  consectetur sint excepteur sunt esse do  ,26-06-2023,10
Incredible Concrete Pizza ,7,58,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL78471652155541337034579773,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,nostrud ea et exercitation  eiusmod veniam velit veniam  tempor velit culpa nostrud  consectetur sint excepteur sunt esse do  ,26-06-2023,10
Small Steel Salad ,80,21,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL78471652155541337034579773,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,nostrud ea et exercitation  eiusmod veniam velit veniam  tempor velit culpa nostrud  consectetur sint excepteur sunt esse do  ,26-06-2023,10
Licensed Soft Ball ,108,55,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL78471652155541337034579773,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,nostrud ea et exercitation  eiusmod veniam velit veniam  tempor velit culpa nostrud  consectetur sint excepteur sunt esse do  ,26-06-2023,10
Awesome Steel Sausages ,115,35,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL78471652155541337034579773,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,nostrud ea et exercitation  eiusmod veniam velit veniam  tempor velit culpa nostrud  consectetur sint excepteur sunt esse do  ,26-06-2023,10
Sleek Plastic Cheese ,129,83,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,PL78471652155541337034579773,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,nostrud ea et exercitation  eiusmod veniam velit veniam  tempor velit culpa nostrud  consectetur sint excepteur sunt esse do  ,26-06-2023,10
Incredible Soft Bacon ,107,18,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FO5835379396858343,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,  minim voluptate adipisicing sint eiusmod veniam duis nulla  ,22-06-2023,10
Gorgeous Metal Keyboard ,85,67,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FO5835379396858343,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,  minim voluptate adipisicing sint eiusmod veniam duis nulla  ,22-06-2023,10
Fantastic Metal Tuna ,25,50,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FO5835379396858343,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,  minim voluptate adipisicing sint eiusmod veniam duis nulla  ,22-06-2023,10
Fantastic Rubber Gloves ,113,69,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FO5835379396858343,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,  minim voluptate adipisicing sint eiusmod veniam duis nulla  ,22-06-2023,10
Gorgeous Frozen Shoes ,103,65,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FO5835379396858343,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,  minim voluptate adipisicing sint eiusmod veniam duis nulla  ,22-06-2023,10
Intelligent Frozen Shoes ,108,64,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FO5835379396858343,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,  minim voluptate adipisicing sint eiusmod veniam duis nulla  ,22-06-2023,10
Incredible Concrete Salad ,117,94,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FO5835379396858343,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,  minim voluptate adipisicing sint eiusmod veniam duis nulla  ,22-06-2023,10
Tasty Fresh Fish ,100,64,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FO5835379396858343,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,  minim voluptate adipisicing sint eiusmod veniam duis nulla  ,22-06-2023,10
Unbranded Cotton Gloves ,14,96,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,FO5835379396858343,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,  minim voluptate adipisicing sint eiusmod veniam duis nulla  ,22-06-2023,10
Gorgeous Granite Chair ,42,41,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,EG059246723727279534566806215,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  ad enim duis culpa deserunt cupidatat laborum reprehenderit ullamco minim commodo culpa elit do nulla aute  ,12-06-2023,10
Fantastic Wooden Table ,55,46,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,EG059246723727279534566806215,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  ad enim duis culpa deserunt cupidatat laborum reprehenderit ullamco minim commodo culpa elit do nulla aute  ,12-06-2023,10
Unbranded Cotton Pants ,48,93,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,EG059246723727279534566806215,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,  ad enim duis culpa deserunt cupidatat laborum reprehenderit ullamco minim commodo culpa elit do nulla aute  ,12-06-2023,10
Practical Frozen Sausages ,87,94,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,MK11467CXXWJ5REOQ45,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,et officia nostrud dolore cillum  ,08-07-2023,10
Rustic Concrete Cheese ,122,45,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,MK11467CXXWJ5REOQ45,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,et officia nostrud dolore cillum  ,08-07-2023,10
Refined Soft Hat ,56,39,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,MK11467CXXWJ5REOQ45,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Cary Zboncak ,Cary.Zboncak@gmail.com ,741-215-8162 ,8236 O'Hara Glens ,Moutsamoudou ,et officia nostrud dolore cillum  ,08-07-2023,10
Tasty Soft Ball ,107,74,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CG4125256047356140683317976,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,aliqua proident nisi cupidatat  pariatur  cillum duis minim ex  ,17-06-2023,10
Handmade Soft Keyboard ,64,24,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CG4125256047356140683317976,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,aliqua proident nisi cupidatat  pariatur  cillum duis minim ex  ,17-06-2023,10
Tasty Concrete Pizza ,78,26,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CG4125256047356140683317976,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,aliqua proident nisi cupidatat  pariatur  cillum duis minim ex  ,17-06-2023,10
Ergonomic Wooden Towels ,75,73,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CG4125256047356140683317976,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,aliqua proident nisi cupidatat  pariatur  cillum duis minim ex  ,17-06-2023,10
Unbranded Plastic Chips ,51,16,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CG4125256047356140683317976,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,aliqua proident nisi cupidatat  pariatur  cillum duis minim ex  ,17-06-2023,10
Rustic Cotton Soap ,87,76,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CG4125256047356140683317976,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,aliqua proident nisi cupidatat  pariatur  cillum duis minim ex  ,17-06-2023,10
Fantastic Cotton Car ,12,64,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CG4125256047356140683317976,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,aliqua proident nisi cupidatat  pariatur  cillum duis minim ex  ,17-06-2023,10
Generic Metal Shoes ,83,12,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CG4125256047356140683317976,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,aliqua proident nisi cupidatat  pariatur  cillum duis minim ex  ,17-06-2023,10
Ergonomic Rubber Sausages ,87,80,NearBy Electronics ,3741 Glory Road,Jamestown,"Tennessee, USA ",38556,CG4125256047356140683317976,12-05-2023,We are here to serve you better. Reach out to us in case of any concern or feedbacks. ,Candace Gerhold ,Candace3@yahoo.com ,633-008-6596 ,533 Hintz Pine ,Cotton Ground ,aliqua proident nisi cupidatat  pariatur  cillum duis minim ex  ,17-06-2023,10
